abstract_key,PMID,Title,Dataset,sentence_id,rhetorical_role,positional_tertile,positional_quintile,length_matched_template_role
Review::26897256::Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,Review,2,Methods,T1,B1,Background
Review::26897256::Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,Review,3,Methods,T1,B2,Aim
Review::26897256::Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,Review,4,Methods,T1,B2,Methods
Review::26897256::Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,Review,5,Methods,T2,B2,Methods
Review::26897256::Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,Review,6,Methods,T2,B3,Methods
Review::26897256::Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,Review,7,Methods,T2,B3,Methods
Review::26897256::Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,Review,8,Results,T2,B4,Results
Review::26897256::Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,Review,9,Results,T3,B4,Results
Review::26897256::Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,Review,10,Conclusion,T3,B4,Results
Review::26897256::Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,Review,11,Conclusion,T3,B5,Results
Review::26897256::Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,Review,12,Conclusion,T3,B5,Conclusion
Review::26897256::Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,Review,13,Conclusion,T3,B5,Conclusion
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,1,Background,T1,B1,Background
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,2,Aim,T1,B1,Aim
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,3,Methods,T1,B1,Methods
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,4,Methods,T1,B2,Methods
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,5,Methods,T1,B2,Methods
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,6,Methods,T2,B2,Methods
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,7,Results,T2,B3,Methods
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,8,Results,T2,B3,Results
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,9,Results,T2,B3,Results
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,10,Conclusion,T2,B4,Results
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,11,Conclusion,T3,B4,Results
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,12,Conclusion,T3,B4,Results
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,13,Results,T3,B5,Conclusion
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,14,Conclusion,T3,B5,Conclusion
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,15,Conclusion,T3,B5,Conclusion
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,1,Background,T1,B1,Background
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,2,Background,T1,B1,Background
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,3,Aim,T1,B2,Aim
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,4,Methods,T1,B2,Methods
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,5,Methods,T2,B2,Methods
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,6,Methods,T2,B3,Methods
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,7,Results,T2,B3,Methods
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,8,Results,T2,B3,Methods
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,9,Results,T2,B4,Results
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,10,Results,T3,B4,Results
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,11,Conclusion,T3,B4,Results
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,12,Conclusion,T3,B5,Results
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,13,Limitation/Future,T3,B5,Conclusion
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,14,Limitation/Future,T3,B5,Conclusion
Review::27454460::Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,27454460,Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,Review,1,Aim,T1,B1,Background
Review::27454460::Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,27454460,Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,Review,2,Methods,T1,B2,Aim
Review::27454460::Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,27454460,Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,Review,3,Methods,T2,B2,Methods
Review::27454460::Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,27454460,Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,Review,4,Results,T2,B3,Methods
Review::27454460::Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,27454460,Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,Review,5,Results,T2,B4,Methods
Review::27454460::Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,27454460,Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,Review,6,Results,T3,B4,Results
Review::27454460::Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,27454460,Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,Review,7,Conclusion,T3,B5,Results
Review::27454460::Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,27454460,Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,Review,8,Conclusion,T3,B5,Conclusion
Review::27585589::Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,1,Aim,T1,B1,Background
Review::27585589::Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,2,Aim,T1,B1,Background
Review::27585589::Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,3,Methods,T1,B2,Aim
Review::27585589::Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,4,Methods,T1,B2,Methods
Review::27585589::Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,5,Methods,T2,B2,Methods
Review::27585589::Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,6,Methods,T2,B3,Methods
Review::27585589::Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,7,Results,T2,B3,Methods
Review::27585589::Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,8,Results,T2,B4,Results
Review::27585589::Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,9,Results,T3,B4,Results
Review::27585589::Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,10,Conclusion,T3,B4,Results
Review::27585589::Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,11,Conclusion,T3,B5,Results
Review::27585589::Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,12,Conclusion,T3,B5,Conclusion
Review::27585589::Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,13,Conclusion,T3,B5,Conclusion
"Review::27617985::A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",Review,1,Background,T1,B1,Background
"Review::27617985::A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",Review,2,Background,T1,B2,Aim
"Review::27617985::A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",Review,3,Background,T1,B2,Methods
"Review::27617985::A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",Review,4,Background,T2,B3,Methods
"Review::27617985::A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",Review,5,Background,T2,B3,Methods
"Review::27617985::A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",Review,6,Methods,T2,B4,Results
"Review::27617985::A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",Review,7,Results,T3,B4,Results
"Review::27617985::A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",Review,8,Results,T3,B5,Results
"Review::27617985::A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",Review,9,Conclusion,T3,B5,Conclusion
Review::27796062::Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,Review,1,Background,T1,B1,Background
Review::27796062::Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,Review,2,Background,T1,B1,Background
Review::27796062::Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,Review,3,Aim,T1,B2,Aim
Review::27796062::Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,Review,4,Methods,T1,B2,Methods
Review::27796062::Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,Review,5,Methods,T2,B2,Methods
Review::27796062::Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,Review,6,Methods,T2,B3,Methods
Review::27796062::Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,Review,7,Methods,T2,B3,Methods
Review::27796062::Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,Review,8,Results,T2,B4,Results
Review::27796062::Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,Review,9,Results,T3,B4,Results
Review::27796062::Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,Review,10,Results,T3,B4,Results
Review::27796062::Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,Review,11,Results,T3,B5,Results
Review::27796062::Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,Review,12,Conclusion,T3,B5,Conclusion
Review::27796062::Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,Review,13,Conclusion,T3,B5,Conclusion
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,1,Background,T1,B1,Background
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,2,Background,T1,B1,Background
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,3,Background,T1,B1,Aim
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,4,Background,T1,B2,Methods
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,5,Aim,T1,B2,Methods
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,6,Methods,T1,B2,Methods
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,7,Methods,T2,B2,Methods
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,8,Methods,T2,B3,Methods
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,9,Methods,T2,B3,Methods
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,10,Results,T2,B3,Results
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,11,Results,T2,B4,Results
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,12,Results,T2,B4,Results
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,13,Results,T3,B4,Results
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,14,Results,T3,B4,Results
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,15,Results,T3,B5,Results
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,16,Conclusion,T3,B5,Conclusion
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,17,Conclusion,T3,B5,Conclusion
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,18,Limitation/Future,T3,B5,Conclusion
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,1,Aim,T1,B1,Background
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,2,Background,T1,B1,Background
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,3,Background,T1,B1,Aim
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,4,Background,T1,B2,Methods
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,5,Aim,T1,B2,Methods
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,6,Methods,T2,B2,Methods
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,7,Methods,T2,B3,Methods
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,8,Methods,T2,B3,Methods
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,9,Methods,T2,B3,Results
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,10,Results,T2,B4,Results
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,11,Results,T3,B4,Results
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,12,Results,T3,B4,Results
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,13,Results,T3,B5,Results
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,14,Conclusion,T3,B5,Conclusion
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,15,Conclusion,T3,B5,Conclusion
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,16,Conclusion,T3,B5,Conclusion
Review::31577700::Association between the IL-10 rs1800872 polymorphisms and periodontitis susceptibility: A meta-analysis.,31577700,Association between the IL-10 rs1800872 polymorphisms and periodontitis susceptibility: A meta-analysis.,Review,1,Background,T1,B1,Background
Review::31577700::Association between the IL-10 rs1800872 polymorphisms and periodontitis susceptibility: A meta-analysis.,31577700,Association between the IL-10 rs1800872 polymorphisms and periodontitis susceptibility: A meta-analysis.,Review,2,Background,T1,B1,Aim
